horizon_label,conformal_adjustment_mw,test_raw_coverage_80,test_calibrated_coverage_80,test_raw_interval_width,test_calibrated_interval_width,test_rmse_q50
t_plus_1,30.985831414285713,0.6033519553072626,0.7048417132216015,309.60610505173963,371.577767880311,174.5878988686797
t_plus_24,11.587535777091034,0.5566127497621313,0.588011417697431,389.05494122679437,412.23001278097644,238.99302682365203
t_plus_168,122.80695588423623,0.4889867841409692,0.6629955947136564,494.4657237923999,740.0796355608722,510.7549262773795
