nasa_hour_key,temp_2m_c,rel_humidity_2m_pct,wind_speed_10m_ms,wind_direction_10m_deg,surface_pressure_kpa,precipitation_mm_hr,allsky_surface_solar_downward_wm2,timestamp_utc
2024010100,6.11,93.27,10.61,274.0,98.85,1.04,0.0,2024-01-01 00:00:00+00:00
2024010101,5.93,93.68,9.97,268.2,98.94,1.16,0.0,2024-01-01 01:00:00+00:00
2024010102,5.83,93.72,9.68,263.4,99.03,1.11,0.0,2024-01-01 02:00:00+00:00
2024010103,5.65,93.57,9.32,258.8,99.08,0.76,0.0,2024-01-01 03:00:00+00:00
2024010104,5.43,93.11,9.08,256.8,99.13,0.37,0.0,2024-01-01 04:00:00+00:00
2024010105,5.18,92.47,8.67,257.1,99.18,0.12,0.0,2024-01-01 05:00:00+00:00
2024010106,4.78,93.45,7.55,253.5,99.21,0.04,0.0,2024-01-01 06:00:00+00:00
2024010107,4.38,94.6,6.63,245.3,99.22,0.03,0.0,2024-01-01 07:00:00+00:00
2024010108,4.19,95.12,6.14,236.5,99.25,0.08,0.0,2024-01-01 08:00:00+00:00
2024010109,4.39,94.55,5.3,224.7,99.25,0.17,26.05,2024-01-01 09:00:00+00:00
2024010110,5.16,92.98,4.7,206.0,99.21,0.94,70.82,2024-01-01 10:00:00+00:00
2024010111,5.82,92.19,4.76,184.8,99.15,3.42,97.03,2024-01-01 11:00:00+00:00
2024010112,6.23,92.15,5.48,165.2,99.01,9.4,104.32,2024-01-01 12:00:00+00:00
2024010113,6.49,93.76,6.55,149.3,98.82,15.81,32.7,2024-01-01 13:00:00+00:00
2024010114,6.85,95.07,7.87,140.0,98.6,21.33,32.17,2024-01-01 14:00:00+00:00
2024010115,7.53,94.88,9.21,137.3,98.34,22.24,13.2,2024-01-01 15:00:00+00:00
2024010116,8.43,94.94,9.48,134.8,98.07,36.43,0.0,2024-01-01 16:00:00+00:00
2024010117,9.14,95.11,9.4,139.1,97.83,55.31,0.0,2024-01-01 17:00:00+00:00
2024010118,9.42,94.72,8.56,154.4,97.62,46.22,0.0,2024-01-01 18:00:00+00:00
2024010119,9.57,94.57,7.65,185.4,97.52,19.71,0.0,2024-01-01 19:00:00+00:00
2024010120,9.77,94.18,8.31,221.9,97.49,3.5,0.0,2024-01-01 20:00:00+00:00
2024010121,9.84,93.53,9.95,238.6,97.53,0.91,0.0,2024-01-01 21:00:00+00:00
2024010122,9.74,91.38,10.79,246.4,97.59,0.18,0.0,2024-01-01 22:00:00+00:00
2024010123,9.49,91.4,10.59,248.7,97.64,0.04,0.0,2024-01-01 23:00:00+00:00
2024010200,9.27,92.52,10.32,248.2,97.67,0.05,0.0,2024-01-02 00:00:00+00:00
2024010201,9.05,93.79,9.44,244.1,97.69,0.08,0.0,2024-01-02 01:00:00+00:00
2024010202,8.95,94.17,8.57,235.8,97.7,0.09,0.0,2024-01-02 02:00:00+00:00
2024010203,8.59,95.23,7.7,225.5,97.69,0.08,0.0,2024-01-02 03:00:00+00:00
2024010204,8.51,95.73,7.63,216.3,97.68,0.08,0.0,2024-01-02 04:00:00+00:00
2024010205,8.75,95.65,7.31,208.0,97.62,0.29,0.0,2024-01-02 05:00:00+00:00
2024010206,8.64,95.59,6.54,200.7,97.54,2.41,0.0,2024-01-02 06:00:00+00:00
2024010207,8.71,95.36,6.32,193.7,97.48,4.77,0.0,2024-01-02 07:00:00+00:00
2024010208,8.75,95.16,5.91,187.8,97.41,11.53,0.0,2024-01-02 08:00:00+00:00
2024010209,8.78,94.5,5.23,186.1,97.35,13.72,8.25,2024-01-02 09:00:00+00:00
2024010210,8.78,93.22,4.14,188.9,97.3,17.59,36.38,2024-01-02 10:00:00+00:00
2024010211,8.8,92.36,3.27,201.9,97.25,20.8,57.05,2024-01-02 11:00:00+00:00
2024010212,8.84,92.35,3.61,229.6,97.21,23.76,69.35,2024-01-02 12:00:00+00:00
2024010213,8.89,92.57,4.98,242.0,97.2,23.67,24.75,2024-01-02 13:00:00+00:00
2024010214,8.93,93.0,6.4,242.4,97.2,18.95,17.8,2024-01-02 14:00:00+00:00
2024010215,8.83,93.92,7.27,242.7,97.22,9.43,16.27,2024-01-02 15:00:00+00:00
2024010216,8.65,94.45,7.99,246.8,97.28,3.89,0.0,2024-01-02 16:00:00+00:00
2024010217,8.5,94.38,8.93,253.6,97.38,1.44,0.0,2024-01-02 17:00:00+00:00
2024010218,8.29,94.39,8.81,256.7,97.45,0.56,0.0,2024-01-02 18:00:00+00:00
2024010219,8.11,94.6,8.06,252.8,97.5,0.28,0.0,2024-01-02 19:00:00+00:00
2024010220,7.84,95.22,7.21,244.8,97.54,0.35,0.0,2024-01-02 20:00:00+00:00
2024010221,7.63,95.43,6.75,237.2,97.57,0.34,0.0,2024-01-02 21:00:00+00:00
2024010222,7.39,96.28,6.32,232.3,97.6,0.33,0.0,2024-01-02 22:00:00+00:00
2024010223,7.27,96.63,5.84,228.6,97.61,0.29,0.0,2024-01-02 23:00:00+00:00
2024010300,7.27,96.64,5.28,224.5,97.63,0.29,0.0,2024-01-03 00:00:00+00:00
2024010301,7.32,96.63,4.95,221.2,97.64,0.53,0.0,2024-01-03 01:00:00+00:00
2024010302,7.42,96.6,4.59,219.1,97.66,1.34,0.0,2024-01-03 02:00:00+00:00
2024010303,7.49,96.46,4.45,221.7,97.68,3.07,0.0,2024-01-03 03:00:00+00:00
2024010304,7.61,96.12,4.61,232.5,97.68,5.11,0.0,2024-01-03 04:00:00+00:00
2024010305,7.63,95.71,4.65,242.7,97.71,5.28,0.0,2024-01-03 05:00:00+00:00
2024010306,7.63,95.45,4.87,252.3,97.74,4.19,0.0,2024-01-03 06:00:00+00:00
2024010307,7.53,95.56,4.61,258.5,97.79,2.97,0.0,2024-01-03 07:00:00+00:00
2024010308,7.54,95.71,4.7,264.0,97.86,2.81,0.0,2024-01-03 08:00:00+00:00
2024010309,7.7,95.79,5.1,267.8,97.95,2.74,25.58,2024-01-03 09:00:00+00:00
2024010310,7.81,95.91,5.29,269.4,98.05,1.71,70.45,2024-01-03 10:00:00+00:00
2024010311,7.93,95.95,5.39,270.1,98.14,1.16,104.12,2024-01-03 11:00:00+00:00
2024010312,8.1,95.78,5.48,270.9,98.21,0.99,110.68,2024-01-03 12:00:00+00:00
2024010313,8.26,95.52,5.38,271.7,98.27,0.86,108.12,2024-01-03 13:00:00+00:00
2024010314,8.26,95.44,4.98,269.5,98.33,1.02,80.05,2024-01-03 14:00:00+00:00
2024010315,8.03,95.26,4.69,266.5,98.41,1.09,35.22,2024-01-03 15:00:00+00:00
2024010316,7.9,94.72,4.71,262.1,98.49,1.28,0.0,2024-01-03 16:00:00+00:00
2024010317,8.01,93.79,5.01,260.6,98.56,1.82,0.0,2024-01-03 17:00:00+00:00
2024010318,7.96,93.74,5.31,258.7,98.64,1.95,0.0,2024-01-03 18:00:00+00:00
2024010319,7.87,94.38,5.81,254.7,98.7,1.81,0.0,2024-01-03 19:00:00+00:00
2024010320,8.0,94.34,6.53,255.5,98.77,1.79,0.0,2024-01-03 20:00:00+00:00
2024010321,8.06,94.45,7.38,255.2,98.82,2.37,0.0,2024-01-03 21:00:00+00:00
2024010322,7.85,94.68,7.81,251.8,98.88,3.36,0.0,2024-01-03 22:00:00+00:00
2024010323,7.49,94.67,8.23,248.9,98.95,2.65,0.0,2024-01-03 23:00:00+00:00
2024010400,7.15,94.6,8.52,247.7,99.0,2.0,0.0,2024-01-04 00:00:00+00:00
2024010401,6.83,94.98,8.52,247.3,99.04,1.95,0.0,2024-01-04 01:00:00+00:00
2024010402,6.52,95.27,8.28,247.9,99.07,1.71,0.0,2024-01-04 02:00:00+00:00
2024010403,6.2,95.76,8.07,247.2,99.1,1.21,0.0,2024-01-04 03:00:00+00:00
2024010404,5.89,96.17,8.01,244.2,99.14,0.95,0.0,2024-01-04 04:00:00+00:00
2024010405,5.61,96.5,7.89,243.3,99.15,0.62,0.0,2024-01-04 05:00:00+00:00
2024010406,5.54,96.47,7.65,243.3,99.18,0.41,0.0,2024-01-04 06:00:00+00:00
2024010407,5.27,97.08,6.99,242.1,99.21,0.42,0.0,2024-01-04 07:00:00+00:00
2024010408,5.13,96.97,6.64,242.1,99.23,0.45,0.0,2024-01-04 08:00:00+00:00
2024010409,5.29,96.62,6.33,245.1,99.24,0.33,38.15,2024-01-04 09:00:00+00:00
2024010410,5.47,96.48,5.95,247.1,99.25,0.24,119.75,2024-01-04 10:00:00+00:00
2024010411,5.82,96.06,5.49,247.4,99.25,0.2,186.45,2024-01-04 11:00:00+00:00
2024010412,6.3,94.72,5.02,245.8,99.22,0.21,218.93,2024-01-04 12:00:00+00:00
2024010413,6.75,93.25,4.66,247.4,99.2,0.35,193.2,2024-01-04 13:00:00+00:00
2024010414,6.9,93.24,4.02,250.2,99.19,0.39,128.4,2024-01-04 14:00:00+00:00
2024010415,6.28,94.32,3.67,254.2,99.19,0.51,52.03,2024-01-04 15:00:00+00:00
2024010416,5.69,95.15,3.98,259.1,99.2,0.7,0.0,2024-01-04 16:00:00+00:00
2024010417,5.7,95.27,4.24,265.5,99.22,0.75,0.0,2024-01-04 17:00:00+00:00
2024010418,5.67,95.66,4.37,272.5,99.24,0.85,0.0,2024-01-04 18:00:00+00:00
2024010419,5.61,95.91,4.38,280.9,99.26,0.97,0.0,2024-01-04 19:00:00+00:00
2024010420,5.57,96.37,4.33,289.7,99.28,1.13,0.0,2024-01-04 20:00:00+00:00
2024010421,5.62,96.75,4.59,299.5,99.3,1.49,0.0,2024-01-04 21:00:00+00:00
2024010422,5.66,97.05,4.84,308.7,99.35,1.91,0.0,2024-01-04 22:00:00+00:00
2024010423,5.69,97.06,5.18,315.5,99.39,1.87,0.0,2024-01-04 23:00:00+00:00
2024010500,5.71,96.8,5.39,317.3,99.43,2.16,0.0,2024-01-05 00:00:00+00:00
2024010501,5.78,96.54,5.57,314.5,99.47,2.01,0.0,2024-01-05 01:00:00+00:00
2024010502,6.01,95.9,5.96,313.5,99.51,2.41,0.0,2024-01-05 02:00:00+00:00
2024010503,6.21,95.45,6.24,311.6,99.54,2.91,0.0,2024-01-05 03:00:00+00:00
2024010504,6.26,95.48,6.31,309.5,99.57,3.05,0.0,2024-01-05 04:00:00+00:00
2024010505,6.45,95.1,6.75,310.6,99.61,3.24,0.0,2024-01-05 05:00:00+00:00
2024010506,6.55,94.5,7.1,313.9,99.67,2.84,0.0,2024-01-05 06:00:00+00:00
2024010507,6.42,94.43,6.94,314.7,99.74,2.6,0.0,2024-01-05 07:00:00+00:00
2024010508,6.28,94.26,7.13,315.8,99.83,2.57,0.0,2024-01-05 08:00:00+00:00
2024010509,6.17,94.22,7.15,314.4,99.92,2.25,29.92,2024-01-05 09:00:00+00:00
2024010510,6.4,93.47,7.37,313.1,100.0,1.84,109.53,2024-01-05 10:00:00+00:00
2024010511,6.73,92.41,7.32,309.7,100.07,1.1,182.25,2024-01-05 11:00:00+00:00
2024010512,7.06,91.49,7.17,304.1,100.11,0.38,202.18,2024-01-05 12:00:00+00:00
2024010513,7.33,90.15,7.18,303.0,100.14,0.17,185.62,2024-01-05 13:00:00+00:00
2024010514,7.31,90.01,7.01,303.3,100.19,0.15,124.43,2024-01-05 14:00:00+00:00
2024010515,6.88,91.65,6.82,302.9,100.27,0.23,50.7,2024-01-05 15:00:00+00:00
2024010516,6.39,93.19,6.75,302.7,100.34,0.34,0.0,2024-01-05 16:00:00+00:00
2024010517,6.15,93.98,6.66,302.0,100.42,0.4,0.0,2024-01-05 17:00:00+00:00
2024010518,5.93,94.62,6.52,301.2,100.49,0.39,0.0,2024-01-05 18:00:00+00:00
2024010519,5.71,95.45,6.43,300.1,100.57,0.63,0.0,2024-01-05 19:00:00+00:00
2024010520,5.69,95.47,6.56,301.7,100.64,1.1,0.0,2024-01-05 20:00:00+00:00
2024010521,5.66,95.38,6.65,305.5,100.7,1.08,0.0,2024-01-05 21:00:00+00:00
2024010522,5.39,95.98,6.39,304.1,100.75,1.25,0.0,2024-01-05 22:00:00+00:00
2024010523,5.33,95.88,6.31,304.1,100.79,1.5,0.0,2024-01-05 23:00:00+00:00
2024010600,5.25,95.91,6.35,307.2,100.83,1.82,0.0,2024-01-06 00:00:00+00:00
2024010601,5.11,95.61,6.29,308.9,100.88,1.7,0.0,2024-01-06 01:00:00+00:00
2024010602,5.03,95.09,6.21,309.4,100.94,1.63,0.0,2024-01-06 02:00:00+00:00
2024010603,4.88,95.4,6.26,309.0,101.0,1.47,0.0,2024-01-06 03:00:00+00:00
2024010604,4.78,95.92,6.22,310.1,101.04,1.51,0.0,2024-01-06 04:00:00+00:00
2024010605,4.69,96.39,6.11,312.8,101.09,1.47,0.0,2024-01-06 05:00:00+00:00
2024010606,4.6,96.67,5.95,314.8,101.15,0.97,0.0,2024-01-06 06:00:00+00:00
2024010607,4.6,96.56,5.89,317.8,101.23,0.63,0.0,2024-01-06 07:00:00+00:00
2024010608,4.6,96.27,5.76,320.4,101.32,0.5,0.0,2024-01-06 08:00:00+00:00
2024010609,4.75,95.73,5.77,322.8,101.42,0.58,38.8,2024-01-06 09:00:00+00:00
2024010610,5.02,95.13,5.65,322.6,101.5,0.53,123.05,2024-01-06 10:00:00+00:00
2024010611,5.32,94.85,5.53,321.1,101.56,0.56,194.95,2024-01-06 11:00:00+00:00
2024010612,5.83,93.69,5.5,321.8,101.59,0.48,222.27,2024-01-06 12:00:00+00:00
2024010613,6.37,92.28,5.34,323.8,101.59,0.43,206.9,2024-01-06 13:00:00+00:00
2024010614,6.46,92.73,4.75,325.2,101.6,0.33,143.02,2024-01-06 14:00:00+00:00
2024010615,5.75,94.26,4.26,326.7,101.64,0.31,63.8,2024-01-06 15:00:00+00:00
2024010616,5.16,95.13,4.39,329.3,101.7,0.32,0.0,2024-01-06 16:00:00+00:00
2024010617,5.34,94.55,4.54,332.8,101.76,0.41,0.0,2024-01-06 17:00:00+00:00
2024010618,5.36,94.1,4.79,333.9,101.81,0.44,0.0,2024-01-06 18:00:00+00:00
2024010619,5.24,93.83,4.68,334.9,101.86,0.38,0.0,2024-01-06 19:00:00+00:00
2024010620,5.17,93.78,4.58,336.7,101.91,0.36,0.0,2024-01-06 20:00:00+00:00
2024010621,4.96,93.7,4.42,338.1,101.94,0.39,0.0,2024-01-06 21:00:00+00:00
2024010622,4.81,93.38,4.39,341.3,101.96,0.41,0.0,2024-01-06 22:00:00+00:00
2024010623,4.68,93.13,4.27,344.5,102.01,0.47,0.0,2024-01-06 23:00:00+00:00
2024010700,4.58,92.66,4.17,348.0,102.04,0.53,0.0,2024-01-07 00:00:00+00:00
2024010701,4.51,92.19,4.07,352.2,102.09,0.56,0.0,2024-01-07 01:00:00+00:00
2024010702,4.44,91.32,3.92,356.3,102.13,0.62,0.0,2024-01-07 02:00:00+00:00
2024010703,4.34,90.83,3.73,0.0,102.18,0.6,0.0,2024-01-07 03:00:00+00:00
2024010704,4.25,90.45,3.52,3.7,102.21,0.62,0.0,2024-01-07 04:00:00+00:00
2024010705,4.17,90.19,3.35,7.9,102.24,0.6,0.0,2024-01-07 05:00:00+00:00
2024010706,4.11,90.0,3.18,12.7,102.27,0.51,0.0,2024-01-07 06:00:00+00:00
2024010707,4.1,89.7,2.95,18.2,102.31,0.43,0.0,2024-01-07 07:00:00+00:00
2024010708,4.13,89.15,2.67,24.1,102.36,0.35,0.0,2024-01-07 08:00:00+00:00
2024010709,4.3,88.74,2.46,29.2,102.42,0.38,36.53,2024-01-07 09:00:00+00:00
2024010710,4.57,88.47,2.31,32.8,102.47,0.43,106.53,2024-01-07 10:00:00+00:00
2024010711,4.86,88.05,2.17,33.5,102.5,0.44,164.3,2024-01-07 11:00:00+00:00
2024010712,5.12,87.39,2.11,33.8,102.49,0.38,193.45,2024-01-07 12:00:00+00:00
2024010713,5.31,86.61,2.04,31.6,102.49,0.34,170.93,2024-01-07 13:00:00+00:00
2024010714,5.38,86.92,2.05,28.8,102.5,0.28,118.32,2024-01-07 14:00:00+00:00
2024010715,5.34,86.46,2.23,30.5,102.53,0.23,53.85,2024-01-07 15:00:00+00:00
2024010716,5.22,86.65,2.08,37.2,102.55,0.18,0.0,2024-01-07 16:00:00+00:00
2024010717,5.26,86.8,2.31,43.9,102.58,0.18,0.0,2024-01-07 17:00:00+00:00
2024010718,5.26,86.83,2.66,53.3,102.61,0.39,0.0,2024-01-07 18:00:00+00:00
2024010719,5.05,87.01,3.02,65.1,102.64,0.47,0.0,2024-01-07 19:00:00+00:00
2024010720,4.47,87.1,3.42,76.7,102.65,0.5,0.0,2024-01-07 20:00:00+00:00
2024010721,4.12,87.27,3.72,85.7,102.66,0.53,0.0,2024-01-07 21:00:00+00:00
2024010722,3.83,87.86,3.91,93.8,102.68,0.7,0.0,2024-01-07 22:00:00+00:00
2024010723,3.53,88.31,4.09,100.3,102.71,1.32,0.0,2024-01-07 23:00:00+00:00
2024010800,3.26,88.77,4.14,105.9,102.74,0.97,0.0,2024-01-08 00:00:00+00:00
2024010801,2.99,89.42,4.11,109.9,102.77,2.18,0.0,2024-01-08 01:00:00+00:00
2024010802,2.76,89.81,4.03,114.8,102.8,1.64,0.0,2024-01-08 02:00:00+00:00
2024010803,2.6,89.74,4.0,116.8,102.81,1.53,0.0,2024-01-08 03:00:00+00:00
2024010804,2.56,89.32,4.12,115.3,102.81,1.14,0.0,2024-01-08 04:00:00+00:00
2024010805,2.74,87.96,4.37,111.5,102.81,0.86,0.0,2024-01-08 05:00:00+00:00
2024010806,3.03,85.95,4.91,107.8,102.81,0.67,0.0,2024-01-08 06:00:00+00:00
2024010807,3.6,84.02,5.43,106.8,102.82,0.55,0.0,2024-01-08 07:00:00+00:00
2024010808,4.0,82.51,5.96,107.5,102.85,0.43,0.0,2024-01-08 08:00:00+00:00
2024010809,4.55,81.16,6.4,108.8,102.88,0.24,28.35,2024-01-08 09:00:00+00:00
2024010810,5.08,80.86,6.56,109.1,102.91,0.2,73.12,2024-01-08 10:00:00+00:00
2024010811,5.5,80.37,6.61,108.5,102.93,0.24,102.65,2024-01-08 11:00:00+00:00
2024010812,5.66,79.67,6.61,107.1,102.93,0.43,107.47,2024-01-08 12:00:00+00:00
2024010813,5.54,79.04,6.41,105.4,102.91,0.44,116.55,2024-01-08 13:00:00+00:00
2024010814,5.19,79.49,6.05,102.7,102.89,0.2,95.28,2024-01-08 14:00:00+00:00
2024010815,4.25,81.5,5.54,98.7,102.87,0.06,44.83,2024-01-08 15:00:00+00:00
2024010816,3.3,82.26,5.8,94.5,102.88,0.02,0.0,2024-01-08 16:00:00+00:00
2024010817,3.15,81.85,6.32,91.6,102.89,0.01,0.0,2024-01-08 17:00:00+00:00
2024010818,3.09,81.57,6.7,90.6,102.91,0.01,0.0,2024-01-08 18:00:00+00:00
2024010819,3.06,81.52,7.04,90.9,102.91,0.11,0.0,2024-01-08 19:00:00+00:00
2024010820,3.09,81.35,7.3,91.9,102.91,0.35,0.0,2024-01-08 20:00:00+00:00
2024010821,3.38,80.54,7.78,93.4,102.9,0.35,0.0,2024-01-08 21:00:00+00:00
2024010822,3.5,80.28,8.18,94.5,102.9,0.46,0.0,2024-01-08 22:00:00+00:00
2024010823,3.5,80.28,8.24,94.8,102.91,0.55,0.0,2024-01-08 23:00:00+00:00
2024010900,3.49,80.32,8.34,93.9,102.89,0.95,0.0,2024-01-09 00:00:00+00:00
2024010901,3.54,80.24,8.58,93.7,102.88,1.13,0.0,2024-01-09 01:00:00+00:00
2024010902,3.7,79.55,8.82,94.0,102.87,1.24,0.0,2024-01-09 02:00:00+00:00
2024010903,3.77,79.14,8.78,93.8,102.86,0.84,0.0,2024-01-09 03:00:00+00:00
2024010904,3.81,79.33,8.62,93.0,102.86,0.53,0.0,2024-01-09 04:00:00+00:00
2024010905,3.9,79.43,8.45,91.8,102.85,0.2,0.0,2024-01-09 05:00:00+00:00
2024010906,3.83,79.82,8.36,89.9,102.85,0.16,0.0,2024-01-09 06:00:00+00:00
2024010907,3.71,80.1,8.49,88.4,102.86,0.38,0.0,2024-01-09 07:00:00+00:00
2024010908,4.05,80.03,8.92,87.9,102.88,0.42,0.0,2024-01-09 08:00:00+00:00
2024010909,4.45,79.79,9.19,88.9,102.89,0.26,30.75,2024-01-09 09:00:00+00:00
2024010910,4.7,79.77,9.3,90.1,102.92,0.11,95.95,2024-01-09 10:00:00+00:00
2024010911,4.82,80.25,9.25,90.8,102.92,0.08,151.48,2024-01-09 11:00:00+00:00
2024010912,4.89,79.46,9.17,91.7,102.9,0.08,180.62,2024-01-09 12:00:00+00:00
2024010913,4.94,78.78,8.67,90.5,102.86,0.04,170.2,2024-01-09 13:00:00+00:00
2024010914,4.89,79.23,8.14,87.1,102.83,0.01,122.53,2024-01-09 14:00:00+00:00
2024010915,4.51,80.78,7.66,83.5,102.84,0.0,62.15,2024-01-09 15:00:00+00:00
2024010916,3.95,82.2,7.44,80.2,102.85,0.0,0.0,2024-01-09 16:00:00+00:00
2024010917,3.94,82.27,7.69,78.4,102.87,0.0,0.0,2024-01-09 17:00:00+00:00
2024010918,4.01,82.49,7.94,78.2,102.88,0.0,0.0,2024-01-09 18:00:00+00:00
2024010919,3.96,83.19,7.88,79.0,102.89,0.0,0.0,2024-01-09 19:00:00+00:00
2024010920,3.79,84.4,7.8,80.0,102.89,0.0,0.0,2024-01-09 20:00:00+00:00
2024010921,3.73,84.76,7.83,81.8,102.91,0.0,0.0,2024-01-09 21:00:00+00:00
2024010922,3.61,85.28,7.66,83.6,102.91,0.0,0.0,2024-01-09 22:00:00+00:00
2024010923,3.48,85.22,7.38,84.2,102.91,0.0,0.0,2024-01-09 23:00:00+00:00
2024011000,3.34,85.43,7.07,84.4,102.9,0.0,0.0,2024-01-10 00:00:00+00:00
2024011001,3.22,85.73,6.82,84.0,102.89,0.0,0.0,2024-01-10 01:00:00+00:00
2024011002,3.11,86.61,6.59,83.4,102.89,0.0,0.0,2024-01-10 02:00:00+00:00
2024011003,3.02,87.81,6.34,82.5,102.88,0.0,0.0,2024-01-10 03:00:00+00:00
2024011004,3.0,88.79,6.11,80.7,102.87,0.01,0.0,2024-01-10 04:00:00+00:00
2024011005,3.04,89.39,5.91,77.6,102.85,0.05,0.0,2024-01-10 05:00:00+00:00
2024011006,3.35,88.73,5.83,73.8,102.87,0.12,0.0,2024-01-10 06:00:00+00:00
2024011007,3.73,88.26,5.8,69.2,102.89,0.24,0.0,2024-01-10 07:00:00+00:00
2024011008,4.07,87.81,5.84,64.5,102.92,0.42,0.0,2024-01-10 08:00:00+00:00
2024011009,4.62,87.03,5.9,61.2,102.95,0.53,34.9,2024-01-10 09:00:00+00:00
2024011010,5.39,86.16,6.09,58.6,102.97,0.58,84.4,2024-01-10 10:00:00+00:00
2024011011,5.87,85.81,6.23,56.5,102.96,0.86,118.82,2024-01-10 11:00:00+00:00
2024011012,6.1,86.34,6.2,54.2,102.91,1.15,129.3,2024-01-10 12:00:00+00:00
2024011013,6.21,87.04,6.13,51.9,102.87,1.46,117.0,2024-01-10 13:00:00+00:00
2024011014,6.18,87.71,5.97,50.0,102.83,1.51,86.57,2024-01-10 14:00:00+00:00
2024011015,5.94,88.29,5.87,48.5,102.83,1.79,37.0,2024-01-10 15:00:00+00:00
2024011016,5.76,88.52,6.01,47.5,102.84,1.89,3.0,2024-01-10 16:00:00+00:00
2024011017,5.82,88.54,6.11,46.6,102.88,1.86,0.0,2024-01-10 17:00:00+00:00
2024011018,5.89,88.14,6.06,45.9,102.92,1.88,0.0,2024-01-10 18:00:00+00:00
2024011019,5.93,87.92,6.0,45.7,102.94,1.47,0.0,2024-01-10 19:00:00+00:00
2024011020,6.03,87.7,6.03,46.1,102.98,1.18,0.0,2024-01-10 20:00:00+00:00
2024011021,6.11,87.42,6.04,46.6,103.01,1.01,0.0,2024-01-10 21:00:00+00:00
2024011022,6.27,86.82,6.09,47.7,103.03,1.48,0.0,2024-01-10 22:00:00+00:00
2024011023,6.32,86.37,6.09,49.1,103.06,1.52,0.0,2024-01-10 23:00:00+00:00
2024011100,6.3,85.98,6.1,50.6,103.07,0.8,0.0,2024-01-11 00:00:00+00:00
2024011101,6.42,85.46,6.25,53.0,103.1,0.94,0.0,2024-01-11 01:00:00+00:00
2024011102,6.51,85.13,6.31,56.4,103.13,0.58,0.0,2024-01-11 02:00:00+00:00
2024011103,6.52,84.92,6.1,59.9,103.15,0.3,0.0,2024-01-11 03:00:00+00:00
2024011104,6.22,85.32,5.59,63.8,103.16,0.11,0.0,2024-01-11 04:00:00+00:00
2024011105,5.92,85.71,5.23,67.3,103.19,0.04,0.0,2024-01-11 05:00:00+00:00
2024011106,5.69,86.07,4.95,68.4,103.26,0.05,0.0,2024-01-11 06:00:00+00:00
2024011107,5.68,86.0,4.74,67.7,103.33,0.1,0.0,2024-01-11 07:00:00+00:00
2024011108,5.75,85.83,4.57,66.2,103.41,0.15,0.0,2024-01-11 08:00:00+00:00
2024011109,6.16,85.6,4.38,64.3,103.49,0.17,35.25,2024-01-11 09:00:00+00:00
2024011110,6.83,84.79,4.31,61.8,103.55,0.14,74.05,2024-01-11 10:00:00+00:00
2024011111,7.31,83.84,4.4,58.4,103.58,0.11,94.9,2024-01-11 11:00:00+00:00
2024011112,7.56,83.2,4.48,54.7,103.57,0.1,96.8,2024-01-11 12:00:00+00:00
2024011113,7.61,83.69,4.56,51.5,103.53,0.1,82.57,2024-01-11 13:00:00+00:00
2024011114,7.45,84.75,4.54,50.3,103.52,0.11,65.6,2024-01-11 14:00:00+00:00
2024011115,6.95,86.88,4.42,51.3,103.52,0.13,35.67,2024-01-11 15:00:00+00:00
2024011116,6.45,88.39,4.33,52.2,103.53,0.18,3.88,2024-01-11 16:00:00+00:00
2024011117,6.23,89.23,4.21,51.7,103.54,0.21,0.0,2024-01-11 17:00:00+00:00
2024011118,6.06,89.94,4.09,51.1,103.55,0.29,0.0,2024-01-11 18:00:00+00:00
2024011119,6.12,89.59,3.93,50.9,103.58,0.35,0.0,2024-01-11 19:00:00+00:00
2024011120,6.02,88.99,3.7,49.9,103.59,0.46,0.0,2024-01-11 20:00:00+00:00
2024011121,5.91,88.08,3.55,48.8,103.61,0.4,0.0,2024-01-11 21:00:00+00:00
2024011122,5.81,87.09,3.5,47.7,103.62,0.39,0.0,2024-01-11 22:00:00+00:00
2024011123,5.67,86.49,3.47,47.3,103.62,0.28,0.0,2024-01-11 23:00:00+00:00
2024011200,5.53,86.03,3.37,47.9,103.59,0.21,0.0,2024-01-12 00:00:00+00:00
2024011201,5.33,85.73,3.22,48.4,103.57,0.14,0.0,2024-01-12 01:00:00+00:00
2024011202,5.12,85.45,3.1,48.3,103.53,0.07,0.0,2024-01-12 02:00:00+00:00
2024011203,4.89,85.26,3.05,46.5,103.48,0.04,0.0,2024-01-12 03:00:00+00:00
2024011204,4.62,85.49,3.07,43.7,103.44,0.04,0.0,2024-01-12 04:00:00+00:00
2024011205,4.39,85.87,3.13,40.5,103.41,0.06,0.0,2024-01-12 05:00:00+00:00
2024011206,4.24,86.36,3.22,37.5,103.39,0.1,0.0,2024-01-12 06:00:00+00:00
2024011207,4.15,86.9,3.27,37.5,103.38,0.11,0.0,2024-01-12 07:00:00+00:00
2024011208,4.1,87.19,3.18,40.5,103.37,0.11,0.0,2024-01-12 08:00:00+00:00
2024011209,4.62,86.78,2.77,45.9,103.35,0.08,26.42,2024-01-12 09:00:00+00:00
2024011210,5.51,85.2,2.29,48.0,103.33,0.05,58.08,2024-01-12 10:00:00+00:00
2024011211,5.82,82.99,1.91,38.6,103.28,0.05,71.3,2024-01-12 11:00:00+00:00
2024011212,6.0,81.01,1.55,20.0,103.19,0.08,70.1,2024-01-12 12:00:00+00:00
